#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:07:59 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.750000,28.190001
] °C
##Environment temperature:	[23.840000,24.920000
] °C
##Humidity:	[51.840000,51.410000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.422477,-0.070058
1.367389,-0.068429
1.343082,-0.065850
1.313205,-0.062634
1.267398,-0.059044
1.222153,-0.055311
1.176438,-0.051642
1.144334,-0.047303
1.050387,-0.039134
0.992438,-0.034797
0.943014,-0.032365
0.911936,-0.032160
0.873985,-0.031016
0.834419,-0.029662
0.786827,-0.028512
0.733731,-0.027739
0.703812,-0.025994
0.652744,-0.024695
0.604597,-0.023602
0.570603,-0.021729
0.532673,-0.018996
0.471455,-0.017614
0.428924,-0.016389
0.369036,-0.015657
0.323002,-0.015402
0.273688,-0.015425
0.237843,-0.014832
0.203621,-0.013321
0.163943,-0.011525
0.131955,-0.008411
0.102201,-0.004211
0.031318,0.005988
-0.038445,0.014058
-0.098371,0.018379
-0.152780,0.019054
-0.157061,0.020563
-0.191894,0.022720
-0.231794,0.025589
-0.262491,0.029194
-0.444549,0.022348
-0.421029,0.022715
-0.432441,0.023648
-0.464592,0.025880
-0.523516,0.026400
NaN,NaN
-0.509159,0.026056
-0.477923,0.024485
-0.440127,0.022312
-0.397417,0.020047
-0.353238,0.017869
-0.302894,0.015756
-0.220711,0.016457
-0.197077,0.015679
-0.165039,0.014020
-0.124536,0.011951
-0.076524,0.009687
-0.032613,0.007868
0.014340,0.005825
0.078268,0.004981
0.113295,0.003865
0.128958,0.000125
0.151246,-0.005008
0.218597,-0.016283
0.272102,-0.027160
0.323619,-0.037518
0.386661,-0.046036
0.436197,-0.054424
0.484704,-0.062400
0.536695,-0.069796
0.582019,-0.075834
0.630092,-0.081271
0.672267,-0.085412
0.710903,-0.090408
0.765181,-0.096446
0.804009,-0.101329
0.849408,-0.107448
0.901378,-0.113372
0.939826,-0.118019
0.988831,-0.123829
1.030917,-0.129416
1.070319,-0.133114
1.076932,-0.132605
1.080720,-0.132311
1.085082,-0.131995
1.100638,-0.130787
1.110027,-0.130082
1.117713,-0.129485
1.121933,-0.129179
1.124460,-0.128973
NaN,NaN
