#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.690001,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.377083,-0.078802
1.374395,-0.079020
1.357261,-0.075495
1.334639,-0.070248
1.283622,-0.057818
1.233320,-0.045672
1.183680,-0.034226
1.132354,-0.023422
1.074737,-0.012903
1.013554,-0.003848
0.945689,0.003595
0.900393,0.007133
0.875593,0.008521
0.839885,0.010264
0.794674,0.011973
0.741625,0.013472
0.694479,0.014271
0.644584,0.014840
0.591717,0.015171
0.549423,0.015248
0.497949,0.015314
0.457366,0.015302
0.406842,0.015315
0.361672,0.015303
0.316285,0.015327
0.275289,0.015306
0.224919,0.015336
0.184466,0.015336
0.140409,0.015347
0.093209,0.015367
0.050750,0.015446
0.002987,0.015461
-0.039539,0.015508
-0.081909,0.015548
-0.128664,0.015625
-0.177250,0.015699
-0.225250,0.015778
-0.264242,0.015827
-0.312448,0.015918
-0.355787,0.015982
-0.399166,0.016070
-0.447252,0.016170
-0.494111,0.016259
-0.531694,0.016336
NaN,NaN
-0.503391,0.016292
-0.456611,0.016204
-0.412574,0.016157
-0.369146,0.016096
-0.320504,0.016011
-0.272422,0.015950
-0.233593,0.015896
-0.185418,0.015812
-0.141790,0.015781
-0.098540,0.015705
-0.051606,0.015660
-0.005188,0.015568
0.037168,0.015517
0.079137,0.015421
0.130466,0.015328
0.173159,0.015224
0.216860,0.015111
0.265041,0.014918
0.308367,0.014719
0.354877,0.014449
0.397341,0.014182
0.442606,0.013795
0.486756,0.013371
0.528336,0.012900
0.573134,0.012315
0.613508,0.011749
0.659912,0.010885
0.705440,0.009994
0.747416,0.009120
0.791334,0.008054
0.834133,0.006891
0.877975,0.005434
0.919591,0.003791
0.960353,0.001729
0.999813,-0.000803
1.035129,-0.003672
1.072765,-0.007444
1.108896,-0.011768
1.182755,-0.021802
1.235618,-0.030977
1.278391,-0.040394
1.316068,-0.050497
1.350749,-0.061212
1.386002,-0.072927
NaN,NaN
