#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 7:58:09 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[22.250000,27.350000
] °C
##Environment temperature:	[22.549999,24.049999
] °C
##Humidity:	[55.950001,54.459999
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#Vmpp (V),Jmpp (mmA/cm²),MPP (mmW/cm²),Voc (V),Jsc (mmA/cm²),FF (%),hyst (%),PCE (%)
0.829727,0.017798,0.014767,1.092941,0.020357,66.371089,25.552511,14.767230
0.703667,0.015624,0.010994,1.018874,0.019674,54.843843,0.000000,10.993832
