#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:07:59 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.750000,28.190001
] °C
##Environment temperature:	[23.840000,24.920000
] °C
##Humidity:	[51.840000,51.410000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.401262,-0.026173
1.361805,-0.025863
1.333495,-0.024325
1.284693,-0.022878
1.229811,-0.022225
1.202283,-0.020287
1.154878,-0.018298
1.115441,-0.016048
1.077680,-0.013336
1.034159,-0.010371
0.993051,-0.007188
0.947621,-0.004048
0.902214,-0.001273
0.857036,0.001888
0.802562,0.004540
0.756346,0.006978
0.703405,0.008954
0.651843,0.010229
0.607590,0.011229
0.558079,0.012132
0.509219,0.012737
0.462441,0.013159
0.415150,0.013544
0.366072,0.013919
0.323351,0.014088
0.275873,0.014313
0.228306,0.014490
0.184841,0.014618
0.137070,0.014759
0.097918,0.014834
0.051122,0.014945
0.004715,0.015045
-0.041877,0.015129
-0.083693,0.015226
-0.130327,0.015281
-0.172676,0.015363
-0.220018,0.015441
-0.267117,0.015559
-0.310367,0.015626
-0.352556,0.015756
-0.404239,0.015921
-0.446391,0.016037
-0.488104,0.016195
-0.533824,0.016357
NaN,NaN
-0.507202,0.015858
-0.467947,0.015124
-0.421233,0.014237
-0.377590,0.013479
-0.329654,0.012668
-0.283822,0.012062
-0.241010,0.011590
-0.192010,0.010988
-0.148119,0.010668
-0.101386,0.010251
-0.057386,0.009963
-0.010229,0.009556
0.035075,0.009283
0.080436,0.008944
0.126031,0.008621
0.171378,0.008256
0.216839,0.007925
0.261933,0.007525
0.306779,0.007102
0.349291,0.006736
0.390991,0.006305
0.438318,0.005577
0.480560,0.005153
0.526400,0.004360
0.571125,0.003729
0.615198,0.003016
0.661716,0.002073
0.705242,0.001274
0.747454,0.000362
0.790888,-0.000832
0.835766,-0.002250
0.876581,-0.003594
0.917197,-0.005243
0.961175,-0.007411
1.004099,-0.009626
1.043428,-0.011859
1.090333,-0.014622
1.137496,-0.016609
1.184205,-0.018998
1.229818,-0.021133
1.278767,-0.022959
1.319748,-0.025021
1.368733,-0.026780
1.416948,-0.028335
NaN,NaN
