#ID:	2
#type:	Perform parallel JV
#start_time:	7/18/2020 8:03:48 PM
#
# Parameters
#Sample area:	0.128000 cm²
#start_voltage:	-0.500000 V
#stop_voltage:	1.400000 V
#sweep_speed:	50.000000 mV/s
#settling_time:	10.000000 ms
#direction:	3.000000 0=forward,1=backward,2=for- & backward,3=back- & forward
##Sample IR temperature:	[23.030001,28.049999
] °C
##Environment temperature:	[23.299999,24.639999
] °C
##Humidity:	[53.560001,52.680000
] %
##Light intensity:	[100.000000,100.000000
] %
##Stage temperature:	[NaN,NaN
] °C
#
#voltage (V),Current density (mmA/cm²)
1.372177,-0.076658
1.369910,-0.077185
1.354317,-0.074023
1.333193,-0.069096
1.285410,-0.057067
1.236262,-0.044699
1.186877,-0.032865
1.135912,-0.021604
1.079731,-0.010788
1.018553,-0.001270
0.950805,0.006266
0.894132,0.010351
0.854813,0.012116
0.826538,0.012910
0.784219,0.014095
0.737222,0.014976
0.690904,0.015585
0.638382,0.016111
0.596699,0.016312
0.545067,0.016510
0.501382,0.016546
0.451871,0.016595
0.411896,0.016615
0.362514,0.016670
0.317651,0.016707
0.273031,0.016728
0.233037,0.016741
0.183693,0.016775
0.134363,0.016806
0.096139,0.016848
0.052503,0.016873
0.005010,0.016917
-0.038196,0.016955
-0.086016,0.017006
-0.133619,0.017068
-0.172253,0.017122
-0.219795,0.017186
-0.267113,0.017250
-0.310415,0.017328
-0.353192,0.017391
-0.401032,0.017474
-0.448459,0.017551
-0.486322,0.017636
-0.538843,0.017706
NaN,NaN
-0.500158,0.017707
-0.456388,0.017687
-0.413184,0.017666
-0.365033,0.017622
-0.321247,0.017592
-0.278049,0.017560
-0.230021,0.017518
-0.186817,0.017488
-0.143188,0.017443
-0.094874,0.017414
-0.052389,0.017371
-0.009437,0.017313
0.038357,0.017269
0.086416,0.017190
0.129492,0.017137
0.167480,0.017064
0.220551,0.016911
0.264501,0.016788
0.311913,0.016570
0.349385,0.016412
0.399445,0.016029
0.440060,0.015729
0.483999,0.015252
0.526629,0.014723
0.574856,0.013930
0.615625,0.013284
0.658630,0.012400
0.703752,0.011355
0.744542,0.010347
0.789457,0.009004
0.830937,0.007746
0.872729,0.006201
0.915417,0.004331
0.958466,0.002019
0.997911,-0.000566
1.035707,-0.003674
1.071765,-0.007275
1.107263,-0.011599
1.179527,-0.021506
1.234709,-0.031064
1.278655,-0.040766
1.314008,-0.050546
1.349126,-0.061351
1.382918,-0.072898
NaN,NaN
